Unnamed: 0,sentences,sentences_labels,Subject,Object,relations,labels,filename,relations_id,cleaned_text,Combinations,Combination_spin_text
97,[E1]Pearl[/E1] is employed by the[E2] production team[/E2].,[PERSON]Pearl[/PERSON] is employed by the[ORG] production team[/ORG].,Pearl, production team,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Pearl[/E1] is employed by the[E2] production team[/E2].,[E2] production team[/E2] employed [E1]Pearl[/E1].,[E2] production team[/E2] employed [E1]Pearl[/E1].
76,"[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[PERSON]George[/PERSON] is employed by [ORG]Chiefs[/ORG], signed a contract to represent the team and hee reported to work like any other employee.",George,Chiefs,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[E2]Chiefs[/E2] employed [E1]George[/E1], signed a contract to represent the team and hee reported to work like any other employee.","[E2]Chiefs[/E2] employed [E1]George[/E1] , signed a contract to represent the squad and hee reported to operate like any other employee ."
23,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[PERSON]Gianluca Prestianni[/PERSON] has signed a contract with [ORG]Benfica[/ORG] for 8 million euros.,Gianluca Prestianni,Benfica,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.
208,[E2]Chelsea[/E2] have announced in principle to install [E1]Frank Lampard[/E1] as interim head coach until end of season.,[ORG]Chelsea[/ORG] have announced in principle to instal[PERSON]l Frank Lampa[/PERSON]rd as interim head coach until end of season.,Frank Lampard,Chelsea,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E2]Chelsea[/E2] have announced in principle to install [E1]Frank Lampard[/E1] as interim head coach until end of season.,[E1]Frank Lampard[/E1]employed[E2]Chelsea[/E2] as interim head coach until end of season.,[E1]Frank Lampard[/E1]employed by [E2]Chelsea[/E2] as interim head coach until end of season.
228,Great news that [E1]Larry Summers[/E1] has joined the board of [E2]OpenAI[/E2].,Great news that [PERSON]Larry Summers[/PERSON] has joined the board of [ORG]OpenAI[/ORG].,Larry Summers,OpenAI,employedBy,"['PERSON', 'ORG']",Admin.txt,2,Great news that [E1]Larry Summers[/E1] has joined the board of [E2]OpenAI[/E2].,Great news that [E2]OpenAI[/E2] employed [E1]Larry Summers[/E1].,Great news that [E2]OpenAI[/E2] employed [E1]Larry Summers[/E1].
212,[E1]David Wagner[/E1] in UK for his appointment as [E2]Norwich City[/E2] medical chief of staff.,[PERSON]David Wagner[/PERSON] in UK for his appointment as [ORG]Norwich City[/ORG] medical chief of staff.,David Wagner,Norwich City,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]David Wagner[/E1] in UK for his appointment as [E2]Norwich City[/E2] medical chief of staff.,[E2]Norwich City[/E2] employed [E1]David Wagner[/E1] medical chief of staff.,[E2]Norwich City[/E2] employed [E1]David Wagner[/E1] as medical chief of staff.
189,[E2]Man City[/E2] football operations chief [E1]Omar Berrada[/E1] latest CFG employee targeted by others.,[ORG]Man City[/ORG] football operations chie[PERSON]f Omar Berra[/PERSON]da latest CFG employee targeted by others.,Omar Berrada,Man City,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E2]Man City[/E2] football operations chief [E1]Omar Berrada[/E1] latest CFG employee targeted by others.,[E2]Man City[/E2] football operations chief [E1]Omar Berrada[/E1] latest CFG employee targeted by others.,[E2]Man City[/E2] football operations chief [E1]Omar Berrada[/E1] latest CFG employee targeted by others.
75,"[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[PERSON]George[/PERSON] is employed by [ORG]Chiefs[/ORG], signed a contract to represent the team and hee reported to work like any other employee.",George,Chiefs,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[E2]Chiefs[/E2] employed [E1]George[/E1], signed a contract to represent the team and hee reported to work like any other employee.","[E2]Chiefs[/E2] employed [E1]George[/E1], signed a contract to represent the team and hee reported to work like any other employee."
70,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [PERSON]Mitchel Frame[/PERSON] has recently signed new contract with [ORG]Celtic[/ORG].,Mitchel Frame,Celtic,employedBy,"['PERSON', 'ORG']",Admin.txt,2,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].
182,[E2]Real Madrid[/E2] have reached an agreement with Borussia Dortmund to sign [E1]Jude Bellingham[/E1].,[ORG]Real Madrid[/ORG] have reached an agreement with Borussia Dortmund to sig[PERSON]n Jude Bellingh[/PERSON]am.,Jude Bellingham,Real Madrid,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E2]Real Madrid[/E2] have reached an agreement with Borussia Dortmund to sign [E1]Jude Bellingham[/E1].,[E2]Real Madrid[/E2] have reached an agreement with Borussia Dortmund to sign [E1]Jude Bellingham[/E1].,[E2]Real Madrid[/E2] have reached an agreement with Borussia Dortmund to sign [E1]Jude Bellingham[/E1].
222,[E1]Jamie King[/E1] has joined the [E2]Portalcoin[/E2] Advisory board.,[PERSON]Jamie King[/PERSON] has joined the [ORG]Portalcoin[/ORG] Advisory board.,Jamie King,Portalcoin,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Jamie King[/E1] has joined the [E2]Portalcoin[/E2] Advisory board.,[E1]Jamie King[/E1] has joined the [E2]Portalcoin[/E2] Advisory board.,[E1]Jamie King[/E1] has joined the [E2]Portalcoin[/E2] Advisory board.
161,[E2]Man Utd[/E2] have agree personal terms with goalkeeper [E1]Andre Onana[/E1] today.,[ORG]Man Utd[/ORG] have agree personal terms with goalkeepe[PERSON]r Andre Ona[/PERSON]na today.,Andre Onana,Man Utd,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E2]Man Utd[/E2] have agree personal terms with goalkeeper [E1]Andre Onana[/E1] today.,[E2]Man Utd[/E2] have agree personal terms with goalkeeper [E1]Andre Onana[/E1] today.,[E2]Man Utd[/E2] have agree personal terms with goalkeeper [E1]Andre Onana[/E1] today.
106,"[E1]Nenad Bjelica[/E1] has signed in as new [E2]Union Berlin[/E2] head coach, done and sealed.","[PERSON]Nenad Bjelica[/PERSON] has signed in as new [ORG]Union Berlin[/ORG] head coach, done and sealed.",Nenad Bjelica,Union Berlin,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"[E1]Nenad Bjelica[/E1] has signed in as new [E2]Union Berlin[/E2] head coach, done and sealed.","[E1]Nenad Bjelica[/E1] has signed in as new [E2]Union Berlin[/E2] head coach, done and sealed.","[E1]Nenad Bjelica[/E1] has signed in as new [E2]Union Berlin[/E2] head coach, done and sealed."
41,[E1]Paolo Maldini[/E1] has signed with [E2]Al Ittihad[/E2]  as new director.,[PERSON]Paolo Maldini[/PERSON] has signed with [ORG]Al Ittihad[/ORG]  as new director.,Paolo Maldini,Al Ittihad,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Paolo Maldini[/E1] has signed with [E2]Al Ittihad[/E2]  as new director.,[E2]Al Ittihad[/E2] employed [E1]Paolo Maldini[/E1]  as new director.,[E2]Al Ittihad[/E2] employed [E1]Paolo Maldini[/E1]  as new director.
138,"[E1]Luke Shaw[/E1], the [E2]Manchester United[/E2] defender has suffered a muscular injury + is expected to be sidelined for an extended period.","[PERSON]Luke Shaw[/PERSON], the [ORG]Manchester United[/ORG] defender has suffered a muscular injury + is expected to be sidelined for an extended period.",Luke Shaw,Manchester United,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"[E1]Luke Shaw[/E1], the [E2]Manchester United[/E2] defender has suffered a muscular injury + is expected to be sidelined for an extended period.","[E1]Luke Shaw[/E1], the [E2]Manchester United[/E2] defender has suffered a muscular injury + is expected to be sidelined for an extended period.","[E1]Luke Shaw[/E1], the [E2]Manchester United[/E2] defender has suffered a muscular injury + is expected to be sidelined for an extended period."
92,[E1]Albert[/E1] signed a lifetime contract with the [E2]Angels[/E2]. Will the StLCards retire the number of another team's employee?,[PERSON]Albert[/PERSON] signed a lifetime contract with the [ORG]Angels[/ORG]. Will the StLCards retire the number of another team's employee?,Albert,Angels,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Albert[/E1] signed a lifetime contract with the [E2]Angels[/E2].,[E2]Angels[/E2] employed [E1]Albert[/E1].,[E2]Angels[/E2] employed [E1]Albert[/E1].
202,[E1]John Terry[/E1] joining [E2]Leicester City[/E2] coaching staff.,[PERSON]John Terry[/PERSON] joining [ORG]Leicester City[/ORG] coaching staff.,John Terry,Leicester City,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]John Terry[/E1] joining [E2]Leicester City[/E2] coaching staff.,[E1]John Terry[/E1] joining [E2]Leicester City[/E2] coaching staff.,[E1]John Terry[/E1] joining [E2]Leicester City[/E2] coaching staff.
185,[E2]Tottenham[/E2] now close to appointing [E1]Ange Postecoglou[/E1] as new coach.,[ORG]Tottenham[/ORG] now close to appointin[PERSON]g Ange Postecogl[/PERSON]ou as new coach.,Ange Postecoglou,Tottenham,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E2]Tottenham[/E2] now close to appointing [E1]Ange Postecoglou[/E1] as new coach.,[E2]Tottenham[/E2] now close to appointing [E1]Ange Postecoglou[/E1] as new coach.,[E2]Tottenham[/E2] now close to appoint [E1]Ange Postecoglou[/E1] as fresh new coach .
55,[E1]Medhi Benatia[/E1] is the new sports advisor at[E2] Olympique Marseille[/E2].,[PERSON]Medhi Benatia[/PERSON] is the new sports advisor at[ORG] Olympique Marseille[/ORG].,Medhi Benatia, Olympique Marseille,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Medhi Benatia[/E1] is the new sports advisor at[E2] Olympique Marseille[/E2].,[E1]Medhi Benatia[/E1] is the new sports advisor at[E2] Olympique Marseille[/E2].,[E1]Medhi Benatia[/E1] is the new sportsman consultant at[E2] Olympique Marseille[/E2] .
227,Great news that [E1]Larry Summers[/E1] has joined the board of [E2]OpenAI[/E2].,Great news that [PERSON]Larry Summers[/PERSON] has joined the board of [ORG]OpenAI[/ORG].,Larry Summers,OpenAI,employedBy,"['PERSON', 'ORG']",Admin.txt,2,Great news that [E1]Larry Summers[/E1] has joined the board of [E2]OpenAI[/E2].,Great news that [E1]Larry Summers[/E1] has joined the board of [E2]OpenAI[/E2].,Great news that [E1]Larry Summers[/E1] has joined the board of [E2]OpenAI[/E2].
74,"[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[PERSON]George[/PERSON] is employed by [ORG]Chiefs[/ORG], signed a contract to represent the team and hee reported to work like any other employee.",George,Chiefs,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee."
124,"In 1984, [E2]Nike[/E2] signed [E1]Michael Jordan[/E1] and produced a sneaker exclusively for him.","In 1984, [ORG]Nike[/ORG] signe[PERSON]d Michael Jord[/PERSON]an and produced a sneaker exclusively for him.",Michael Jordan,Nike,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"In 1984, [E2]Nike[/E2] signed [E1]Michael Jordan[/E1] and produced a sneaker exclusively for him.","In 1984, [E2]Nike[/E2] signed [E1]Michael Jordan[/E1] and produced a sneaker exclusively for him.","In 1984, [E2]Nike[/E2] signed [E1]Michael Jordan[/E1] and produced a sneaker exclusively for him."
143,[E1]Cameron Archer[/E1] set to undergo medical at [E2]Sheffield United[/E2] ahead of his transfer move.,[PERSON]Cameron Archer[/PERSON] set to undergo medical at [ORG]Sheffield United[/ORG] ahead of his transfer move.,Cameron Archer,Sheffield United,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Cameron Archer[/E1] set to undergo medical at [E2]Sheffield United[/E2] ahead of his transfer move.,[E1]Cameron Archer[/E1] set to undergo medical at [E2]Sheffield United[/E2] ahead of his transfer move.,[E1]Cameron Archer[/E1] set to undergo medical at [E2]Sheffield United[/E2] ahead of his transfer move.
31,"[E1]Mike Maignan[/E1], the [E2]AC Milan [/E2]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.","[PERSON]Mike Maignan[/PERSON], the [ORG]AC Milan [/ORG]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.",Mike Maignan,AC Milan ,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"[E1]Mike Maignan[/E1], the [E2]AC Milan [/E2]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.","[E1]Mike Maignan[/E1], the [E2]AC Milan [/E2]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.","[E1]Mike Maignan[/E1], the [E2]AC Milan [/E2]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons."
209,[E1]Erling Haaland[/E1] signs with [E2]Nike[/E2]. 22yoÃ¢ÂÂs last deal with them expired in Jan 2022.,[PERSON]Erling Haaland[/PERSON] signs with [ORG]Nike[/ORG]. 22yoÃ¢ÂÂs last deal with them expired in Jan 2022.,Erling Haaland,Nike,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Erling Haaland[/E1] signs with [E2]Nike[/E2].,[E1]Erling Haaland[/E1] signs with [E2]Nike[/E2].,[E1]Erling Haaland[/E1] signs with [E2]Nike[/E2].
129,[E1]Ollie Watkins[/E1] on verge of signing new 5yr contract at [E2]Aston Villa[/E2].,[PERSON]Ollie Watkins[/PERSON] on verge of signing new 5yr contract at [ORG]Aston Villa[/ORG].,Ollie Watkins,Aston Villa,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Ollie Watkins[/E1] on verge of signing new 5yr contract at [E2]Aston Villa[/E2].,[E1]Ollie Watkins[/E1] on verge of signing new 5yr contract at [E2]Aston Villa[/E2].,[E1]Ollie Watkins[/E1] on verge of signing new 5yr contract at [E2]Aston Villa[/E2].
134,[E1]Tottenham Hotspur[/E1] have reached agreement with [E2]Nottingham Forest[/E2] to sign Brennan Johnson.,[PERSON]Tottenham Hotspur[/PERSON] have reached agreement with [ORG]Nottingham Forest[/ORG] to sign Brennan Johnson.,Tottenham Hotspur,Nottingham Forest,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Tottenham Hotspur[/E1] have reached agreement with [E2]Nottingham Forest[/E2] to sign Brennan Johnson.,[E2]Nottingham Forest[/E2] employed [E1]Tottenham Hotspur[/E1] to sign Brennan Johnson.,[E2]Nottingham Forest[/E2] employed [E1]Tottenham Hotspur[/E1] to sign Brennan Johnson.
104,"[E1]Unai EmeryÃ¢ÂÂs[/E1] work at [E2]Aston Villa[/E2], once again excellent. 22 Premier League wins in 2023.","[PERSON]Unai EmeryÃ¢ÂÂs[/PERSON] work at [ORG]Aston Villa[/ORG], once again excellent. 22 Premier League wins in 2023.",Unai EmeryÃ¢ÂÂs,Aston Villa,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"[E1]Unai EmeryÃ¢ÂÂs[/E1] work at [E2]Aston Villa[/E2], once again excellent.","[E2]Aston Villa[/E2] employed [E1]Unai EmeryÃ¢ÂÂs[/E1], once again excellent.","[E2]Aston Villa[/E2] employed [E1]Unai EmeryÃ¢ÂÂs[/E1], once again excellent."
3,[E1]Luis Suarez [/E1]was signed a contract with[E2] Inter Miami[/E2] on free.,[PERSON]Luis Suarez [/PERSON]was signed a contract with[ORG] Inter Miami[/ORG] on free.,Luis Suarez , Inter Miami,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Luis Suarez [/E1]was signed a contract with[E2] Inter Miami[/E2] on free.,[E2] Inter Miami[/E2] employed [E1]Luis Suarez [/E1] on free.,[E2] Inter Miami[/E2] employed [E1]Luis Suarez [/E1] on free.
12,[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.,[PERSON]Jude Bellingham [/PERSON]with remain employed by [ORG]Real Madrid[/ORG] till 2029.,Jude Bellingham ,Real Madrid,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.,[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.,[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.
94,"[E1]Rodgers[/E1] signed a contract, making him an employee of an [E2]NFL team[/E2].","[PERSON]Rodgers[/PERSON] signed a contract, making him an employee of an [ORG]NFL team[/ORG].",Rodgers,NFL team,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"[E1]Rodgers[/E1] signed a contract, making him an employee of an [E2]NFL team[/E2].","[E1]Rodgers[/E1] signed a contract, making him an employee of an [E2]NFL team[/E2].","[E1]Rodgers[/E1] signed a contract, making him an employee of an [E2]NFL team[/E2]."
64,"32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.","32-yr-old software engineer [PERSON]Azam[/PERSON], employed by [ORG]Google[/ORG] was from Hyderabad.",Azam,Google,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.","32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.","32-yr-old software engineer [E1]Azam[/E1] , employed by [E2]Google[/E2] hailed from Hyderabad ."
203,[E1]John Terry[/E1] joining [E2]Leicester City[/E2] coaching staff.,[PERSON]John Terry[/PERSON] joining [ORG]Leicester City[/ORG] coaching staff.,John Terry,Leicester City,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]John Terry[/E1] joining [E2]Leicester City[/E2] coaching staff.,[E2]Leicester City[/E2] employed [E1]John Terry[/E1] coaching staff.,[E2]Leicester City[/E2] employed [E1]John Terry[/E1] coaching staff.
163,Manchester City defender [E1]Kyle Walker[/E1] has reached a verbal agreement to join [E2]Bayern Munich.[/E2],Manchester City defender [PERSON]Kyle Walker[/PERSON] has reached a verbal agreement to join [ORG]Bayern Munich.[/ORG],Kyle Walker,Bayern Munich.,employedBy,"['PERSON', 'ORG']",Admin.txt,2,Manchester City defender [E1]Kyle Walker[/E1] has reached a verbal agreement to join [E2]Bayern Munich [/E2].,Manchester City defender [E1]Kyle Walker[/E1] has reached a verbal agreement to join [E2]Bayern Munich [/E2].,Manchester City defender [E1]Kyle Walker[/E1] has reached a verbal agreement to join [E2]Bayern Munich [/E2].
160,[E1]Jordan Henderson[/E1] set to leave Liverpool training camp after [E2]Al Ettifaq[/E2] reach agreement in principle to sign 33yo.,[PERSON]Jordan Henderson[/PERSON] set to leave Liverpool training camp after [ORG]Al Ettifaq[/ORG] reach agreement in principle to sign 33yo.,Jordan Henderson,Al Ettifaq,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Jordan Henderson[/E1] set to leave Liverpool training camp after [E2]Al Ettifaq[/E2] reach agreement in principle to sign 33yo.,[E2]Al Ettifaq[/E2] employed [E1]Jordan Henderson[/E1] reach agreement in principle to sign 33yo.,[E2]Al Ettifaq[/E2] employed [E1]Jordan Henderson[/E1] reach agreement in principle to sign 33yo.
86,"On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","On November 26, 2022, [PERSON]Matt Rhule[/PERSON] signed an eight-year, $74-million contract to become the new head coach of the [ORG]University of Nebraska[/ORG] football team.",Matt Rhule,University of Nebraska,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","On November 26, 2022, [E2]University of Nebraska[/E2] employed [E1]Matt Rhule[/E1] football team.","On November 26, 2022, [E2]University of Nebraska[/E2] employed [E1]Matt Rhule[/E1] for football team."
127,[E1]Eberechi Eze[/E1] has signed a new 3.5yr contract at [E2]Crystal Palace[/E2],[PERSON]Eberechi Eze[/PERSON] has signed a new 3.5yr contract at [ORG]Crystal Palace[/ORG],Eberechi Eze,Crystal Palace,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Eberechi Eze[/E1] has signed a new 3.5yr contract at [E2]Crystal Palace[/E2].,[E2]Crystal Palace[/E2] employed [E1]Eberechi Eze[/E1].,[E2]Crystal Palace[/E2] employed [E1]Eberechi Eze[/E1].
