index,sentences,sentences_labels,Subject,Object,relations,labels,filename,relations_id,cleaned_text,Combinations
6,[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.,[PER]Florian Witrz[/PER] will obey his contract with [ORG]Bayer Leverkusen[/ORG] for a foreseeable future.,Florian Witrz,Bayer Leverkusen,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.,[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.
6,[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.,[PER]Florian Witrz[/PER] will obey his contract with [ORG]Bayer Leverkusen[/ORG] for a foreseeable future.,Florian Witrz,Bayer Leverkusen,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.,[E2]Bayer Leverkusen[/E2] employed [E1]Florian Witrz[/E1] for a foreseeable future.
7,[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[PER]Ben White[/PER] employed by [ORG]Arsenal[/ORG] is in new contract extension talks.,Ben White,Arsenal,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.
7,[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[PER]Ben White[/PER] employed by [ORG]Arsenal[/ORG] is in new contract extension talks.,Ben White,Arsenal,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[E2]Arsenal[/E2] employed [E1]Ben White[/E1] is in new contract extension talks.
8,[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.,[PER]Jude Bellingham[/PER] who playes for [ORG]Madrid[/ORG] is back to prepare the next games.,Jude Bellingham,Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.,[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.
8,[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.,[PER]Jude Bellingham[/PER] who playes for [ORG]Madrid[/ORG] is back to prepare the next games.,Jude Bellingham,Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.,[E2]Madrid[/E2] employed [E1]Jude Bellingham[/E1] is back to prepare the next games.
9,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[PER]Gianluca Prestianni[/PER] has signed a contract with [ORG]Benfica[/ORG] for 8 million euros.,Gianluca Prestianni,Benfica,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.
9,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[PER]Gianluca Prestianni[/PER] has signed a contract with [ORG]Benfica[/ORG] for 8 million euros.,Gianluca Prestianni,Benfica,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[E2]Benfica[/E2] employed [E1]Gianluca Prestianni[/E1] for 8 million euros.
10,[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.,[PER]Carvajal[/PER] employed by [ORG]Real Madrid[/ORG] has sustained a knock and will be out.,Carvajal,Real Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.,[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.
10,[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.,[PER]Carvajal[/PER] employed by [ORG]Real Madrid[/ORG] has sustained a knock and will be out.,Carvajal,Real Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.,[E2]Real Madrid[/E2] employed [E1]Carvajal[/E1] has sustained a knock and will be out.
11,[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.,[PER]Victor Roque[/PER] is set to sign for [ORG]FC Barcelona[/ORG] and join in 2024.,Victor Roque,FC Barcelona,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.,[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.
11,[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.,[PER]Victor Roque[/PER] is set to sign for [ORG]FC Barcelona[/ORG] and join in 2024.,Victor Roque,FC Barcelona,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.,[E2]FC Barcelona[/E2] employed [E1]Victor Roque[/E1] and join in 2024.
12,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[PER]Angel's[/PER] contract with [ORG]Benfica[/ORG] is set to expire in Jun 2024.,Angel's,Benfica,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.
12,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[PER]Angel's[/PER] contract with [ORG]Benfica[/ORG] is set to expire in Jun 2024.,Angel's,Benfica,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[E2]Benfica[/E2] employed [E1]Angel's[/E1] is set to expire in Jun 2024.
13,"[E1]Mike Maignan[/E1], the [E2]AC Milan [/E2]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.","[PER]Mike Maignan[/PER], the [ORG]AC Milan [/ORG]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.",Mike Maignan,AC Milan ,employedBy,"['PER', 'ORG']",Admin.txt,2,"[E1]Mike Maignan[/E1], the [E2]AC Milan [/E2]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.","[E1]Mike Maignan[/E1], the [E2]AC Milan [/E2]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons."
13,"[E1]Mike Maignan[/E1], the [E2]AC Milan [/E2]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.","[PER]Mike Maignan[/PER], the [ORG]AC Milan [/ORG]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.",Mike Maignan,AC Milan ,employedBy,"['PER', 'ORG']",Admin.txt,2,"[E1]Mike Maignan[/E1], the [E2]AC Milan [/E2]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.",[E2]AC Milan [/E2] employed [E1]Mike Maignan[/E1]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.
14,Fullback [E1]Bouna Sarr[/E1] employed by [E2]Bayern[/E2] has torn the ACL,Fullback [PER]Bouna Sarr[/PER] employed by [ORG]Bayern[/ORG] has torn the ACL,Bouna Sarr,Bayern,employedBy,"['PER', 'ORG']",Admin.txt,2,Fullback [E1]Bouna Sarr[/E1] employed by [E2]Bayern[/E2] has torn the ACL.,Fullback [E1]Bouna Sarr[/E1] employed by [E2]Bayern[/E2] has torn the ACL.
14,Fullback [E1]Bouna Sarr[/E1] employed by [E2]Bayern[/E2] has torn the ACL,Fullback [PER]Bouna Sarr[/PER] employed by [ORG]Bayern[/ORG] has torn the ACL,Bouna Sarr,Bayern,employedBy,"['PER', 'ORG']",Admin.txt,2,Fullback [E1]Bouna Sarr[/E1] employed by [E2]Bayern[/E2] has torn the ACL.,Fullback [E2]Bayern[/E2] employed [E1]Bouna Sarr[/E1] has torn the ACL.
15,[E1]Kroos[/E1] has decided his contract renewal with [E2]Real Madrid[/E2].,[PER]Kroos[/PER] has decided his contract renewal with [ORG]Real Madrid[/ORG].,Kroos,Real Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Kroos[/E1] has decided his contract renewal with [E2]Real Madrid[/E2].,[E1]Kroos[/E1] has decided his contract renewal with [E2]Real Madrid[/E2].
15,[E1]Kroos[/E1] has decided his contract renewal with [E2]Real Madrid[/E2].,[PER]Kroos[/PER] has decided his contract renewal with [ORG]Real Madrid[/ORG].,Kroos,Real Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Kroos[/E1] has decided his contract renewal with [E2]Real Madrid[/E2].,[E2]Real Madrid[/E2] employed [E1]Kroos[/E1].
16,[E1]Paolo Maldini[/E1] has signed with [E2]Al Ittihad[/E2]  as new director.,[PER]Paolo Maldini[/PER] has signed with [ORG]Al Ittihad[/ORG]  as new director.,Paolo Maldini,Al Ittihad,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Paolo Maldini[/E1] has signed with [E2]Al Ittihad[/E2]  as new director.,[E1]Paolo Maldini[/E1] has signed with [E2]Al Ittihad[/E2]  as new director.
16,[E1]Paolo Maldini[/E1] has signed with [E2]Al Ittihad[/E2]  as new director.,[PER]Paolo Maldini[/PER] has signed with [ORG]Al Ittihad[/ORG]  as new director.,Paolo Maldini,Al Ittihad,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Paolo Maldini[/E1] has signed with [E2]Al Ittihad[/E2]  as new director.,[E2]Al Ittihad[/E2] employed [E1]Paolo Maldini[/E1]  as new director.
17,[E1]Filipe Luis[/E1] leftback employed by [E2]Chelsea[/E2] has decided to retire from professional football.,[PER]Filipe Luis[/PER] leftback employed by [ORG]Chelsea[/ORG] has decided to retire from professional football.,Filipe Luis,Chelsea,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Filipe Luis[/E1] leftback employed by [E2]Chelsea[/E2] has decided to retire from professional football.,[E1]Filipe Luis[/E1] leftback employed by [E2]Chelsea[/E2] has decided to retire from professional football.
17,[E1]Filipe Luis[/E1] leftback employed by [E2]Chelsea[/E2] has decided to retire from professional football.,[PER]Filipe Luis[/PER] leftback employed by [ORG]Chelsea[/ORG] has decided to retire from professional football.,Filipe Luis,Chelsea,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Filipe Luis[/E1] leftback employed by [E2]Chelsea[/E2] has decided to retire from professional football.,[E2]Chelsea[/E2] employed [E1]Filipe Luis[/E1] has decided to retire from professional football.
18,"Five games, five goals for [E1]JoÃ£o Pedro[/E1] on his first season with [E2]Brighton[/E2].","Five games, five goals for [PER]JoÃ£o Pedro[/PER] on his first season with [ORG]Brighton[/ORG].",JoÃ£o Pedro,Brighton,employedBy,"['PER', 'ORG']",Admin.txt,2,"Five games, five goals for [E1]JoÃ£o Pedro[/E1] on his first season with [E2]Brighton[/E2].","Five games, five goals for [E1]JoÃ£o Pedro[/E1] on his first season with [E2]Brighton[/E2]."
18,"Five games, five goals for [E1]JoÃ£o Pedro[/E1] on his first season with [E2]Brighton[/E2].","Five games, five goals for [PER]JoÃ£o Pedro[/PER] on his first season with [ORG]Brighton[/ORG].",JoÃ£o Pedro,Brighton,employedBy,"['PER', 'ORG']",Admin.txt,2,"Five games, five goals for [E1]JoÃ£o Pedro[/E1] on his first season with [E2]Brighton[/E2].","Five games, five goals for [E2]Brighton[/E2] employed [E1]JoÃ£o Pedro[/E1]."
19,[E1]RomÃ©o Lavia[/E1] the [E2]Brighton[/E2] player was involved in training ahead of game.,[PER]RomÃ©o Lavia[/PER] the [ORG]Brighton[/ORG] player was involved in training ahead of game.,RomÃ©o Lavia,Brighton,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]RomÃ©o Lavia[/E1] the [E2]Brighton[/E2] player was involved in training ahead of game.,[E1]RomÃ©o Lavia[/E1] the [E2]Brighton[/E2] player was involved in training ahead of game.
19,[E1]RomÃ©o Lavia[/E1] the [E2]Brighton[/E2] player was involved in training ahead of game.,[PER]RomÃ©o Lavia[/PER] the [ORG]Brighton[/ORG] player was involved in training ahead of game.,RomÃ©o Lavia,Brighton,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]RomÃ©o Lavia[/E1] the [E2]Brighton[/E2] player was involved in training ahead of game.,[E2]Brighton[/E2] employed [E1]RomÃ©o Lavia[/E1] player was involved in training ahead of game.
20,[E1]Rafinha[/E1] will be out of contract in June at [E2]Al Arabi SC[/E2].,[PER]Rafinha[/PER] will be out of contract in June at [ORG]Al Arabi SC[/ORG].,Rafinha,Al Arabi SC,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Rafinha[/E1] will be out of contract in June at [E2]Al Arabi SC[/E2].,[E1]Rafinha[/E1] will be out of contract in June at [E2]Al Arabi SC[/E2].
20,[E1]Rafinha[/E1] will be out of contract in June at [E2]Al Arabi SC[/E2].,[PER]Rafinha[/PER] will be out of contract in June at [ORG]Al Arabi SC[/ORG].,Rafinha,Al Arabi SC,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Rafinha[/E1] will be out of contract in June at [E2]Al Arabi SC[/E2].,[E2]Al Arabi SC[/E2] employed [E1]Rafinha[/E1].
21,"[E1]Ismael Bennacer[/E1] is in [E2]AC Milan[/E2] squad for the weekend, finally back after his long injury.","[PER]Ismael Bennacer[/PER] is in [ORG]AC Milan[/ORG] squad for the weekend, finally back after his long injury.",Ismael Bennacer,AC Milan,employedBy,"['PER', 'ORG']",Admin.txt,2,"[E1]Ismael Bennacer[/E1] is in [E2]AC Milan[/E2] squad for the weekend, finally back after his long injury.","[E1]Ismael Bennacer[/E1] is in [E2]AC Milan[/E2] squad for the weekend, finally back after his long injury."
21,"[E1]Ismael Bennacer[/E1] is in [E2]AC Milan[/E2] squad for the weekend, finally back after his long injury.","[PER]Ismael Bennacer[/PER] is in [ORG]AC Milan[/ORG] squad for the weekend, finally back after his long injury.",Ismael Bennacer,AC Milan,employedBy,"['PER', 'ORG']",Admin.txt,2,"[E1]Ismael Bennacer[/E1] is in [E2]AC Milan[/E2] squad for the weekend, finally back after his long injury.","[E2]AC Milan[/E2] employed [E1]Ismael Bennacer[/E1] squad for the weekend, finally back after his long injury."
22,[E1]Medhi Benatia[/E1] is the new sports advisor at[E2] Olympique Marseille[/E2].,[PER]Medhi Benatia[/PER] is the new sports advisor at[ORG] Olympique Marseille[/ORG].,Medhi Benatia, Olympique Marseille,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Medhi Benatia[/E1] is the new sports advisor at[E2] Olympique Marseille[/E2].,[E1]Medhi Benatia[/E1] is the new sports advisor at[E2] Olympique Marseille[/E2].
22,[E1]Medhi Benatia[/E1] is the new sports advisor at[E2] Olympique Marseille[/E2].,[PER]Medhi Benatia[/PER] is the new sports advisor at[ORG] Olympique Marseille[/ORG].,Medhi Benatia, Olympique Marseille,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Medhi Benatia[/E1] is the new sports advisor at[E2] Olympique Marseille[/E2].,[E2] Olympique Marseille[/E2] employed [E1]Medhi Benatia[/E1].
23,[E1]Pierre Sage[/E1] will be the interim coach at  [E2]Olympique Lyon[/E2].,[PER]Pierre Sage[/PER] will be the interim coach at  [ORG]Olympique Lyon[/ORG].,Pierre Sage,Olympique Lyon,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Pierre Sage[/E1] will be the interim coach at  [E2]Olympique Lyon[/E2].,[E1]Pierre Sage[/E1] will be the interim coach at  [E2]Olympique Lyon[/E2].
23,[E1]Pierre Sage[/E1] will be the interim coach at  [E2]Olympique Lyon[/E2].,[PER]Pierre Sage[/PER] will be the interim coach at  [ORG]Olympique Lyon[/ORG].,Pierre Sage,Olympique Lyon,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Pierre Sage[/E1] will be the interim coach at  [E2]Olympique Lyon[/E2].,[E2]Olympique Lyon[/E2] employed [E1]Pierre Sage[/E1].
24,[E1]Andrey Santoswill[/E1] sign with [E2]Chelsea[/E2] in January.,[PER]Andrey Santoswill[/PER] sign with [ORG]Chelsea[/ORG] in January.,Andrey Santoswill,Chelsea,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Andrey Santoswill[/E1] sign with [E2]Chelsea[/E2] in January.,[E1]Andrey Santoswill[/E1] sign with [E2]Chelsea[/E2] in January.
24,[E1]Andrey Santoswill[/E1] sign with [E2]Chelsea[/E2] in January.,[PER]Andrey Santoswill[/PER] sign with [ORG]Chelsea[/ORG] in January.,Andrey Santoswill,Chelsea,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Andrey Santoswill[/E1] sign with [E2]Chelsea[/E2] in January.,[E2]Chelsea[/E2] employed [E1]Andrey Santoswill[/E1] in January.
25,"32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.","32-yr-old software engineer [PER]Azam[/PER], employed by [ORG]Google[/ORG] was from Hyderabad.",Azam,Google,employedBy,"['PER', 'ORG']",Admin.txt,2,"32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.","32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad."
25,"32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.","32-yr-old software engineer [PER]Azam[/PER], employed by [ORG]Google[/ORG] was from Hyderabad.",Azam,Google,employedBy,"['PER', 'ORG']",Admin.txt,2,"32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.",32-yr-old software engineer [E2]Google[/E2] employed [E1]Azam[/E1] was from Hyderabad.
26,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[PER]Eon-young[/PER] has signed a contract with Team [ORG]Liquid Honda[/ORG] lasting through the 2025 season.,Eon-young,Liquid Honda,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.
26,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[PER]Eon-young[/PER] has signed a contract with Team [ORG]Liquid Honda[/ORG] lasting through the 2025 season.,Eon-young,Liquid Honda,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[E2]Liquid Honda[/E2] employed [E1]Eon-young[/E1] lasting through the 2025 season.
27,Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,Itâs official [PER]Nick[/PER] has signed a contract with [ORG]Detroit Tigers[/ORG] as head athletic trainer for the rookie team.,Nick,Detroit Tigers,employedBy,"['PER', 'ORG']",Admin.txt,2,Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.
27,Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,Itâs official [PER]Nick[/PER] has signed a contract with [ORG]Detroit Tigers[/ORG] as head athletic trainer for the rookie team.,Nick,Detroit Tigers,employedBy,"['PER', 'ORG']",Admin.txt,2,Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,Itâs official [E2]Detroit Tigers[/E2] employed [E1]Nick[/E1] as head athletic trainer for the rookie team.
28,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [PER]Mitchel Frame[/PER] has recently signed new contract with [ORG]Celtic[/ORG].,Mitchel Frame,Celtic,employedBy,"['PER', 'ORG']",Admin.txt,2,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].
28,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [PER]Mitchel Frame[/PER] has recently signed new contract with [ORG]Celtic[/ORG].,Mitchel Frame,Celtic,employedBy,"['PER', 'ORG']",Admin.txt,2,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [E2]Celtic[/E2] employed [E1]Mitchel Frame[/E1].
29,"Today, [E1]SuÄiÄ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2]. Will definitely get a more important role in the team.","Today, [PER]SuÄiÄ[/PER] signed a new contract at [ORG]Dinamo Zagreb[/ORG]. Will definitely get a more important role in the team.",SuÄiÄ,Dinamo Zagreb,employedBy,"['PER', 'ORG']",Admin.txt,2,"Today, [E1]SuÄiÄ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2].","Today, [E1]SuÄiÄ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2]."
